LineNo.,EventNo.,PID,State,Parent1,Parent2,CF,ACF,Px,Py,Pz,E,M,cTau,SpinProj
439,13,12,1,1,0,0,0,+3.8005749348e+01,+1.2008661427e-02,+1.3128856039e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
443,14,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
444,14,-13,1,1,0,0,0,+9.2077199570e+00,-1.6373055656e+01,-3.5552003182e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
445,14,14,1,1,0,0,0,-9.2077199570e+00,+1.6373055656e+01,+3.5552003182e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
449,15,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
450,15,13,1,1,0,0,0,-3.6183162541e+01,-1.1288797740e+01,-1.3421839768e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
451,15,-14,1,1,0,0,0,+3.6183162541e+01,+1.1288797740e+01,+1.3421839768e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
455,16,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
456,16,11,1,1,0,0,0,-2.2869842060e+01,+2.1476526851e+00,-3.3002452949e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
457,16,-12,1,1,0,0,0,+2.2869842060e+01,-2.1476526851e+00,+3.3002452949e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
461,17,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
462,17,-11,1,1,0,0,0,-3.3231102794e+01,-6.7234805443e+00,-2.1616951799e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
463,17,12,1,1,0,0,0,+3.3231102794e+01,+6.7234805443e+00,+2.1616951799e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
467,18,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
468,18,11,1,1,0,0,0,-4.5345830528e+00,-3.9288560246e+01,-7.2560718651e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
469,18,-12,1,1,0,0,0,+4.5345830528e+00,+3.9288560246e+01,+7.2560718651e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
473,19,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
474,19,13,1,1,0,0,0,+1.2100929195e+01,-1.7047576203e+01,+3.4347512964e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
475,19,-14,1,1,0,0,0,-1.2100929195e+01,+1.7047576203e+01,-3.4347512964e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
479,20,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
480,20,11,1,1,0,0,0,-3.7537534605e+01,-1.0578635109e+01,+9.7892779922e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
481,20,-12,1,1,0,0,0,+3.7537534605e+01,+1.0578635109e+01,-9.7892779922e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
485,21,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
486,21,-13,1,1,0,0,0,+2.2862149598e+01,-1.2620952084e+01,+3.0575115254e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
487,21,14,1,1,0,0,0,-2.2862149598e+01,+1.2620952084e+01,-3.0575115254e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
491,22,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
492,22,-11,1,1,0,0,0,-1.2760875682e+01,-2.1275980006e+00,-3.8071477081e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
493,22,12,1,1,0,0,0,+1.2760875682e+01,+2.1275980006e+00,+3.8071477081e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
497,23,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
498,23,11,1,1,0,0,0,+2.0449744204e+01,+2.9963347119e+01,+1.7343868657e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
499,23,-12,1,1,0,0,0,-2.0449744204e+01,-2.9963347119e+01,-1.7343868657e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
503,24,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
504,24,-11,1,1,0,0,0,+1.7692749495e+01,-1.2936483503e+00,-3.6084582273e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
505,24,12,1,1,0,0,0,-1.7692749495e+01,+1.2936483503e+00,+3.6084582273e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
509,25,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
510,25,-13,1,1,0,0,0,-3.2101012602e+01,-1.1811091327e+01,+2.1138285175e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
511,25,14,1,1,0,0,0,+3.2101012602e+01,+1.1811091327e+01,-2.1138285175e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
515,26,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
516,26,-11,1,1,0,0,0,+1.3157837151e+01,-3.3611037178e+01,+1.7719297105e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
517,26,12,1,1,0,0,0,-1.3157837151e+01,+3.3611037178e+01,-1.7719297105e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
521,27,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
522,27,-11,1,1,0,0,0,+2.5210619119e+00,-1.8148906809e+01,-3.5791974199e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
523,27,12,1,1,0,0,0,-2.5210619119e+00,+1.8148906809e+01,+3.5791974199e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
527,28,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
528,28,13,1,1,0,0,0,-3.0811683093e+00,-3.2190125760e+01,+2.3897828227e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
529,28,-14,1,1,0,0,0,+3.0811683093e+00,+3.2190125760e+01,-2.3897828227e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
533,29,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
534,29,11,1,1,0,0,0,-1.5176068936e+01,-8.5557134145e+00,+3.6239352757e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
535,29,-12,1,1,0,0,0,+1.5176068936e+01,+8.5557134145e+00,-3.6239352757e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
539,30,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
540,30,11,1,1,0,0,0,+5.8398014314e+00,+2.3298185928e+01,-3.2247406722e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
541,30,-12,1,1,0,0,0,-5.8398014314e+00,-2.3298185928e+01,+3.2247406722e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
545,31,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
546,31,11,1,1,0,0,0,+3.0339657072e+01,-2.4822209330e+01,-8.9536094031e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
547,31,-12,1,1,0,0,0,-3.0339657072e+01,+2.4822209330e+01,+8.9536094031e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
551,32,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
552,32,-13,1,1,0,0,0,+1.2997181163e+01,+3.1608382971e+01,-2.1184602813e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
553,32,14,1,1,0,0,0,-1.2997181163e+01,-3.1608382971e+01,+2.1184602813e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
557,33,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
558,33,-13,1,1,0,0,0,-4.4378440265e+00,-3.9265420223e+01,-7.4388375221e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
559,33,14,1,1,0,0,0,+4.4378440265e+00,+3.9265420223e+01,+7.4388375221e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
563,34,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
564,34,-13,1,1,0,0,0,-2.0354126079e+01,+3.0462633516e+01,+1.6569293871e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
565,34,14,1,1,0,0,0,+2.0354126079e+01,-3.0462633516e+01,-1.6569293871e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
569,35,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
570,35,13,1,1,0,0,0,+2.7952036826e+01,+1.2987741815e+01,-2.5822590661e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
571,35,-14,1,1,0,0,0,-2.7952036826e+01,-1.2987741815e+01,+2.5822590661e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
575,36,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
576,36,11,1,1,0,0,0,+1.9793752215e+01,-2.9758848521e+01,+1.8423417070e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
577,36,-12,1,1,0,0,0,-1.9793752215e+01,+2.9758848521e+01,-1.8423417070e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
581,37,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
582,37,13,1,1,0,0,0,+1.0443938507e+01,+1.4752788367e+01,+3.5917730614e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
583,37,-14,1,1,0,0,0,-1.0443938507e+01,-1.4752788367e+01,-3.5917730614e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
587,38,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
588,38,-13,1,1,0,0,0,-3.4493807904e+01,-1.0223655033e+01,-1.7957117881e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
589,38,14,1,1,0,0,0,+3.4493807904e+01,+1.0223655033e+01,+1.7957117881e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
593,39,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
594,39,-11,1,1,0,0,0,-1.6649424767e+01,-3.1757467235e+01,-1.8195161949e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
595,39,12,1,1,0,0,0,+1.6649424767e+01,+3.1757467235e+01,+1.8195161949e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
599,40,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
600,40,13,1,1,0,0,0,+9.5146500079e+00,+3.6266803304e+01,-1.4525646351e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
601,40,-14,1,1,0,0,0,-9.5146500079e+00,-3.6266803304e+01,+1.4525646351e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
605,41,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
606,41,11,1,1,0,0,0,-2.0723044409e+01,+1.8088692758e+01,-2.9328460807e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
607,41,-12,1,1,0,0,0,+2.0723044409e+01,-1.8088692758e+01,+2.9328460807e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
611,42,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
612,42,11,1,1,0,0,0,-3.5448980003e+00,+2.8362503188e+01,-2.8280843334e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
613,42,-12,1,1,0,0,0,+3.5448980003e+00,-2.8362503188e+01,+2.8280843334e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
617,43,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
618,43,-13,1,1,0,0,0,+7.1242013421e+00,-2.5790797899e+01,-3.0014737840e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
619,43,14,1,1,0,0,0,-7.1242013421e+00,+2.5790797899e+01,+3.0014737840e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
623,44,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
624,44,13,1,1,0,0,0,-2.1272449339e+01,-1.7816775042e+01,+2.9100677223e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
625,44,-14,1,1,0,0,0,+2.1272449339e+01,+1.7816775042e+01,-2.9100677223e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
629,45,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
630,45,13,1,1,0,0,0,+1.3116948500e+01,+2.6139722565e+01,-2.7594647214e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
631,45,-14,1,1,0,0,0,-1.3116948500e+01,-2.6139722565e+01,+2.7594647214e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
635,46,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
636,46,13,1,1,0,0,0,+9.9123201255e+00,-1.9713375124e+01,-3.3614472174e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
637,46,-14,1,1,0,0,0,-9.9123201255e+00,+1.9713375124e+01,+3.3614472174e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
641,47,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
642,47,13,1,1,0,0,0,-4.0777638936e+00,-3.6201403681e+01,+1.7018642770e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
643,47,-14,1,1,0,0,0,+4.0777638936e+00,+3.6201403681e+01,-1.7018642770e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
647,48,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
648,48,11,1,1,0,0,0,-1.9936114195e+01,-2.9230603608e+01,-1.9103066562e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
649,48,-12,1,1,0,0,0,+1.9936114195e+01,+2.9230603608e+01,+1.9103066562e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
653,49,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
654,49,-13,1,1,0,0,0,-1.3024353368e+01,+3.7922932592e+01,-3.0035631475e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
655,49,14,1,1,0,0,0,+1.3024353368e+01,-3.7922932592e+01,+3.0035631475e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
659,50,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
660,50,11,1,1,0,0,0,-9.0674938333e+00,+2.7201869400e+01,-2.8189410163e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
661,50,-12,1,1,0,0,0,+9.0674938333e+00,-2.7201869400e+01,+2.8189410163e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
665,51,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
666,51,-11,1,1,0,0,0,+1.6637916076e+01,-3.1777713567e+01,-1.8170323544e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
667,51,12,1,1,0,0,0,-1.6637916076e+01,+3.1777713567e+01,+1.8170323544e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
671,52,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
672,52,-11,1,1,0,0,0,+7.7051074582e+00,+1.4468905690e+01,+3.6716291694e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
673,52,12,1,1,0,0,0,-7.7051074582e+00,-1.4468905690e+01,-3.6716291694e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
677,53,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
678,53,-13,1,1,0,0,0,-3.9471406713e+01,-6.4812584921e+00,+4.0994303284e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
679,53,14,1,1,0,0,0,+3.9471406713e+01,+6.4812584921e+00,-4.0994303284e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
683,54,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
