LineNo.,EventNo.,PID,State,Parent1,Parent2,CF,ACF,Px,Py,Pz,E,M,cTau,SpinProj
473,19,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
474,19,11,1,1,0,0,0,-7.1510591063e+00,-3.9113047716e+01,+5.9863044219e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
475,19,-12,1,1,0,0,0,+7.1510591063e+00,+3.9113047716e+01,-5.9863044219e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
479,20,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
480,20,11,1,1,0,0,0,-8.0964673215e+00,+7.6183471999e+00,+3.8642101281e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
481,20,-12,1,1,0,0,0,+8.0964673215e+00,-7.6183471999e+00,-3.8642101281e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
485,21,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
486,21,13,1,1,0,0,0,-4.7319226202e+00,+1.0743027891e+01,+3.8457772279e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
487,21,-14,1,1,0,0,0,+4.7319226202e+00,-1.0743027891e+01,-3.8457772279e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
491,22,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
492,22,11,1,1,0,0,0,-3.2235631808e+01,-1.0174080603e+01,-2.1775126048e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
493,22,-12,1,1,0,0,0,+3.2235631808e+01,+1.0174080603e+01,+2.1775126048e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
497,23,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
498,23,-13,1,1,0,0,0,-3.3103760170e+00,-3.3044321759e+00,-3.9936526229e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
499,23,14,1,1,0,0,0,+3.3103760170e+00,+3.3044321759e+00,+3.9936526229e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
503,24,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
504,24,-13,1,1,0,0,0,+7.1615840822e+00,-3.6854365892e+01,-1.4396923864e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
505,24,14,1,1,0,0,0,-7.1615840822e+00,+3.6854365892e+01,+1.4396923864e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
509,25,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
510,25,11,1,1,0,0,0,-1.9977929147e+01,+2.6587424383e+01,+2.2600778754e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
511,25,-12,1,1,0,0,0,+1.9977929147e+01,-2.6587424383e+01,-2.2600778754e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
515,26,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
516,26,11,1,1,0,0,0,-5.1454095501e+00,+2.3852220279e+01,+3.1959354451e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
517,26,-12,1,1,0,0,0,+5.1454095501e+00,-2.3852220279e+01,-3.1959354451e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
521,27,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
522,27,-11,1,1,0,0,0,+2.5650685300e+00,-4.0050943835e+01,+2.4791752569e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
523,27,12,1,1,0,0,0,-2.5650685300e+00,+4.0050943835e+01,-2.4791752569e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
527,28,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
528,28,-11,1,1,0,0,0,-2.6308919045e+01,-3.0035722162e+01,-4.7434335139e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
529,28,12,1,1,0,0,0,+2.6308919045e+01,+3.0035722162e+01,+4.7434335139e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
533,29,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
534,29,11,1,1,0,0,0,+1.0855414600e+01,-1.9876057017e+01,-3.3225085702e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
535,29,-12,1,1,0,0,0,-1.0855414600e+01,+1.9876057017e+01,+3.3225085702e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
539,30,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
540,30,13,1,1,0,0,0,-2.2779296149e+01,+1.3844327065e+01,+3.0103857953e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
541,30,-14,1,1,0,0,0,+2.2779296149e+01,-1.3844327065e+01,-3.0103857953e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
545,31,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
546,31,13,1,1,0,0,0,-2.0716775641e+01,-7.5945358356e+00,+3.3614613207e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
547,31,-14,1,1,0,0,0,+2.0716775641e+01,+7.5945358356e+00,-3.3614613207e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
551,32,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
552,32,11,1,1,0,0,0,-1.3644876936e+01,+5.6903383945e+00,-3.7393065814e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
553,32,-12,1,1,0,0,0,+1.3644876936e+01,-5.6903383945e+00,+3.7393065814e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
557,33,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
558,33,13,1,1,0,0,0,-1.4974786589e+01,-2.0573335244e+01,+3.1133545126e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
559,33,-14,1,1,0,0,0,+1.4974786589e+01,+2.0573335244e+01,-3.1133545126e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
563,34,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
564,34,-11,1,1,0,0,0,+2.2817900323e+01,+3.2246010407e+01,-7.5061459009e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
565,34,12,1,1,0,0,0,-2.2817900323e+01,-3.2246010407e+01,+7.5061459009e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
569,35,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
570,35,-13,1,1,0,0,0,+2.2307249874e+01,+3.2069935816e+01,+9.5241696973e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
571,35,14,1,1,0,0,0,-2.2307249874e+01,-3.2069935816e+01,-9.5241696973e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
575,36,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
576,36,-11,1,1,0,0,0,-3.8983098121e+00,-3.6259733381e+01,+1.6936319090e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
577,36,12,1,1,0,0,0,+3.8983098121e+00,+3.6259733381e+01,-1.6936319090e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
581,37,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
582,37,13,1,1,0,0,0,+2.6040327808e+00,+3.9333161794e+01,-7.9325522451e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
583,37,-14,1,1,0,0,0,-2.6040327808e+00,-3.9333161794e+01,+7.9325522451e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
587,38,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
588,38,13,1,1,0,0,0,+3.3075024459e+01,-2.1297273071e+01,-8.3230346258e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
589,38,-14,1,1,0,0,0,-3.3075024459e+01,+2.1297273071e+01,+8.3230346258e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
593,39,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
594,39,-13,1,1,0,0,0,-1.7496972281e+01,-2.3451920264e+01,-2.7580199156e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
595,39,14,1,1,0,0,0,+1.7496972281e+01,+2.3451920264e+01,+2.7580199156e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
599,40,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
600,40,-11,1,1,0,0,0,-2.2783620737e+01,-2.5940115566e+00,-3.3030012394e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
601,40,12,1,1,0,0,0,+2.2783620737e+01,+2.5940115566e+00,+3.3030012394e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
605,41,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
606,41,11,1,1,0,0,0,-3.9317432670e+01,-5.4845065382e+00,-6.3924693866e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
607,41,-12,1,1,0,0,0,+3.9317432670e+01,+5.4845065382e+00,+6.3924693866e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
611,42,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
612,42,-13,1,1,0,0,0,-1.1331903600e+01,-3.7267047391e+01,+9.9779320588e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
613,42,14,1,1,0,0,0,+1.1331903600e+01,+3.7267047391e+01,-9.9779320588e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
617,43,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
618,43,-11,1,1,0,0,0,-7.6898693567e+00,+3.7000153636e+01,-1.3735302281e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
619,43,12,1,1,0,0,0,+7.6898693567e+00,-3.7000153636e+01,+1.3735302281e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
623,44,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
624,44,-11,1,1,0,0,0,+1.2175279386e+01,+8.8911534404e+00,-3.7276184769e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
625,44,12,1,1,0,0,0,-1.2175279386e+01,-8.8911534404e+00,+3.7276184769e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
629,45,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
630,45,-13,1,1,0,0,0,-1.5421358524e+01,+3.6518566953e+01,+6.7364647695e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
631,45,14,1,1,0,0,0,+1.5421358524e+01,-3.6518566953e+01,-6.7364647695e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
635,46,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
636,46,-11,1,1,0,0,0,+2.9611754373e+01,-4.6502399050e+00,+2.6801553320e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
637,46,12,1,1,0,0,0,-2.9611754373e+01,+4.6502399050e+00,-2.6801553320e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
641,47,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
642,47,11,1,1,0,0,0,-1.6555758652e+01,-3.2888124685e+00,+3.6495130587e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
643,47,-12,1,1,0,0,0,+1.6555758652e+01,+3.2888124685e+00,-3.6495130587e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
647,48,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
648,48,11,1,1,0,0,0,-9.0022052772e+00,-3.7108561221e+01,-1.2598371832e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
649,48,-12,1,1,0,0,0,+9.0022052772e+00,+3.7108561221e+01,+1.2598371832e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
653,49,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
654,49,-13,1,1,0,0,0,-2.8837430565e+01,-9.7143834738e+00,+2.6283784748e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
655,49,14,1,1,0,0,0,+2.8837430565e+01,+9.7143834738e+00,-2.6283784748e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
659,50,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
660,50,-13,1,1,0,0,0,-1.7669145706e+01,+3.2902363947e+01,-1.4900997460e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
661,50,14,1,1,0,0,0,+1.7669145706e+01,-3.2902363947e+01,+1.4900997460e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
665,51,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
666,51,-11,1,1,0,0,0,-2.2662363685e+01,-9.9421027745e+00,+3.1691889392e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
667,51,12,1,1,0,0,0,+2.2662363685e+01,+9.9421027745e+00,-3.1691889392e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
671,52,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
672,52,-13,1,1,0,0,0,-1.1305960125e-01,-2.3501540522e+01,-3.2626198050e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
673,52,14,1,1,0,0,0,+1.1305960125e-01,+2.3501540522e+01,+3.2626198050e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
677,53,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
678,53,-11,1,1,0,0,0,-2.2907863432e+01,-3.1692000459e+01,+9.3622053197e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
679,53,12,1,1,0,0,0,+2.2907863432e+01,+3.1692000459e+01,-9.3622053197e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
683,54,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
