LineNo.,EventNo.,PID,State,Parent1,Parent2,CF,ACF,Px,Py,Pz,E,M,cTau,SpinProj
365,1,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
366,1,-11,1,1,0,0,0,+3.4082959351e+01,+4.4748419544e-01,+2.1329688895e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
367,1,12,1,1,0,0,0,-3.4082959351e+01,-4.4748419544e-01,-2.1329688895e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
371,2,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
372,2,11,1,1,0,0,0,-1.2553932447e+01,-7.4381701661e+00,+3.7468338544e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
373,2,-12,1,1,0,0,0,+1.2553932447e+01,+7.4381701661e+00,-3.7468338544e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
377,3,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
378,3,13,1,1,0,0,0,+1.4478339531e+01,-3.4225231508e+01,-1.5356275632e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
379,3,-14,1,1,0,0,0,-1.4478339531e+01,+3.4225231508e+01,+1.5356275632e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
383,4,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
384,4,11,1,1,0,0,0,-3.9445362360e+00,-3.3279295302e+01,+2.2220106360e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
385,4,-12,1,1,0,0,0,+3.9445362360e+00,+3.3279295302e+01,-2.2220106360e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
389,5,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
390,5,11,1,1,0,0,0,+7.4245877940e+00,+2.6546974009e+01,+2.9273497496e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
391,5,-12,1,1,0,0,0,-7.4245877940e+00,-2.6546974009e+01,-2.9273497496e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
395,6,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
396,6,-11,1,1,0,0,0,+1.8124687563e+01,-3.4795598171e+01,+8.8071582979e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
397,6,12,1,1,0,0,0,-1.8124687563e+01,+3.4795598171e+01,-8.8071582979e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
401,7,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
402,7,-13,1,1,0,0,0,-4.6688834862e-01,+3.9974712990e+01,+4.3137368059e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
403,7,14,1,1,0,0,0,+4.6688834862e-01,-3.9974712990e+01,-4.3137368059e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
407,8,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
408,8,13,1,1,0,0,0,-4.1653595346e+00,-1.9756859326e+01,-3.4772406849e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
409,8,-14,1,1,0,0,0,+4.1653595346e+00,+1.9756859326e+01,+3.4772406849e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
413,9,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
414,9,13,1,1,0,0,0,-1.8456768745e+01,+7.8675907483e+00,+3.4846128794e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
415,9,-14,1,1,0,0,0,+1.8456768745e+01,-7.8675907483e+00,-3.4846128794e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
419,10,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
420,10,-13,1,1,0,0,0,+4.9633217283e+00,+2.5913413349e+01,+3.0342452680e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
421,10,14,1,1,0,0,0,-4.9633217283e+00,-2.5913413349e+01,-3.0342452680e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
425,11,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
426,11,-13,1,1,0,0,0,+1.3857457189e+01,-3.7214480140e+01,+6.3132667281e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
427,11,14,1,1,0,0,0,-1.3857457189e+01,+3.7214480140e+01,-6.3132667281e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
431,12,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
432,12,-11,1,1,0,0,0,-3.0133966322e+01,-1.1240562954e+01,-2.4132919566e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
433,12,12,1,1,0,0,0,+3.0133966322e+01,+1.1240562954e+01,+2.4132919566e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
437,13,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
438,13,13,1,1,0,0,0,-1.8381946687e+01,+3.5118432979e+01,+6.7530504009e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
439,13,-14,1,1,0,0,0,+1.8381946687e+01,-3.5118432979e+01,-6.7530504009e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
443,14,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
444,14,11,1,1,0,0,0,-2.5655901455e+01,-1.3113649309e+01,-2.8046584657e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
445,14,-12,1,1,0,0,0,+2.5655901455e+01,+1.3113649309e+01,+2.8046584657e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
449,15,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
450,15,13,1,1,0,0,0,-1.4692609079e+01,-3.7359150950e+01,+2.2858406205e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
451,15,-14,1,1,0,0,0,+1.4692609079e+01,+3.7359150950e+01,-2.2858406205e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
455,16,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
456,16,13,1,1,0,0,0,-1.7382925999e+01,-2.5773696520e+01,+2.5502047761e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
457,16,-14,1,1,0,0,0,+1.7382925999e+01,+2.5773696520e+01,-2.5502047761e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
461,17,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
462,17,13,1,1,0,0,0,-2.9039789045e+01,-1.6417631679e+01,-2.2448964583e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
463,17,-14,1,1,0,0,0,+2.9039789045e+01,+1.6417631679e+01,+2.2448964583e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
467,18,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
468,18,-11,1,1,0,0,0,-1.1321488154e+01,-3.2140144630e+01,+2.1345702090e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
469,18,12,1,1,0,0,0,+1.1321488154e+01,+3.2140144630e+01,-2.1345702090e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
473,19,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
474,19,-11,1,1,0,0,0,-2.4034662913e+01,-3.1920714873e+01,-4.4952118122e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
475,19,12,1,1,0,0,0,+2.4034662913e+01,+3.1920714873e+01,+4.4952118122e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
479,20,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
480,20,-13,1,1,0,0,0,+2.2047935948e+01,+3.1997382564e+01,-1.0337311936e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
481,20,14,1,1,0,0,0,-2.2047935948e+01,-3.1997382564e+01,+1.0337311936e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
485,21,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
486,21,-13,1,1,0,0,0,+1.2697304757e+01,+3.7871737151e+01,-4.6167050637e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
487,21,14,1,1,0,0,0,-1.2697304757e+01,-3.7871737151e+01,+4.6167050637e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
491,22,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
492,22,-11,1,1,0,0,0,-2.2682255850e+01,+7.1691949475e+00,-3.2417925627e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
493,22,12,1,1,0,0,0,+2.2682255850e+01,-7.1691949475e+00,+3.2417925627e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
497,23,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
498,23,-13,1,1,0,0,0,+3.1653870291e+01,+1.1696787203e+01,-2.1863706303e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
499,23,14,1,1,0,0,0,-3.1653870291e+01,-1.1696787203e+01,+2.1863706303e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
503,24,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
504,24,13,1,1,0,0,0,+1.4961995765e+01,-5.5291840551e+00,-3.6910307436e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
505,24,-14,1,1,0,0,0,-1.4961995765e+01,+5.5291840551e+00,+3.6910307436e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
509,25,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
510,25,-13,1,1,0,0,0,-3.5718296894e+01,-1.8223447956e+01,+2.9854983148e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
511,25,14,1,1,0,0,0,+3.5718296894e+01,+1.8223447956e+01,-2.9854983148e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
515,26,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
516,26,11,1,1,0,0,0,+1.2721950841e+01,+3.8126388008e+01,-1.1552025069e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
517,26,-12,1,1,0,0,0,-1.2721950841e+01,-3.8126388008e+01,+1.1552025069e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
521,27,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
522,27,-11,1,1,0,0,0,+2.3266519995e+01,+3.1869953900e+01,-7.7316928479e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
523,27,12,1,1,0,0,0,-2.3266519995e+01,-3.1869953900e+01,+7.7316928479e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
527,28,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
528,28,11,1,1,0,0,0,+2.9918922160e+01,+1.0939346763e+01,-2.4535541114e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
529,28,-12,1,1,0,0,0,-2.9918922160e+01,-1.0939346763e+01,+2.4535541114e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
533,29,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
534,29,-11,1,1,0,0,0,+2.2668933736e+01,+1.6435682721e+01,-2.8858131702e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
535,29,12,1,1,0,0,0,-2.2668933736e+01,-1.6435682721e+01,+2.8858131702e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
539,30,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
540,30,-13,1,1,0,0,0,+3.4889904167e+00,+1.3718985868e+01,+3.7635360516e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
541,30,14,1,1,0,0,0,-3.4889904167e+00,-1.3718985868e+01,-3.7635360516e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
545,31,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
546,31,-11,1,1,0,0,0,+8.3710109649e+00,-1.1099182463e+01,-3.7729806687e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
547,31,12,1,1,0,0,0,-8.3710109649e+00,+1.1099182463e+01,+3.7729806687e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
551,32,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
552,32,-11,1,1,0,0,0,+2.0692632560e+01,+1.9491114258e+01,+2.8437922064e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
553,32,12,1,1,0,0,0,-2.0692632560e+01,-1.9491114258e+01,-2.8437922064e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
557,33,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
558,33,13,1,1,0,0,0,-2.4283793383e+01,+1.5801757974e+01,+2.7881998000e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
559,33,-14,1,1,0,0,0,+2.4283793383e+01,-1.5801757974e+01,-2.7881998000e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
563,34,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
564,34,-11,1,1,0,0,0,+2.5854089123e+01,+2.3058039911e+01,+2.0413154085e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
565,34,12,1,1,0,0,0,-2.5854089123e+01,-2.3058039911e+01,-2.0413154085e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
569,35,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
570,35,-11,1,1,0,0,0,+4.0750651378e+00,+3.9494028204e+01,+6.3576386267e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
571,35,12,1,1,0,0,0,-4.0750651378e+00,-3.9494028204e+01,-6.3576386267e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
575,36,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
576,36,11,1,1,0,0,0,+3.6548097484e+01,-1.6190559918e+01,-4.3481408049e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
577,36,-12,1,1,0,0,0,-3.6548097484e+01,+1.6190559918e+01,+4.3481408049e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
581,37,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
582,37,13,1,1,0,0,0,+1.9261949937e+00,-3.7650786019e+01,-1.3982563199e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
583,37,-14,1,1,0,0,0,-1.9261949937e+00,+3.7650786019e+01,+1.3982563199e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
587,38,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
588,38,11,1,1,0,0,0,+6.2470041186e+00,-3.8867003403e+01,-8.1935935083e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
589,38,-12,1,1,0,0,0,-6.2470041186e+00,+3.8867003403e+01,+8.1935935083e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
593,39,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
594,39,11,1,1,0,0,0,-3.5006414754e+01,-1.9559441083e+01,-2.9636428910e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
595,39,-12,1,1,0,0,0,+3.5006414754e+01,+1.9559441083e+01,+2.9636428910e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
599,40,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
600,40,-13,1,1,0,0,0,+1.1143712658e+01,-2.7482283938e+01,-2.7154110671e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
601,40,14,1,1,0,0,0,-1.1143712658e+01,+2.7482283938e+01,+2.7154110671e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
605,41,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
606,41,-11,1,1,0,0,0,+5.7885956733e+00,+2.9991237130e+01,-2.6149987459e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
607,41,12,1,1,0,0,0,-5.7885956733e+00,-2.9991237130e+01,+2.6149987459e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
611,42,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
612,42,-13,1,1,0,0,0,+7.8308456326e+00,-3.8784727065e+01,+7.1572894147e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
613,42,14,1,1,0,0,0,-7.8308456326e+00,+3.8784727065e+01,-7.1572894147e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
617,43,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
618,43,13,1,1,0,0,0,-3.7610983911e+01,-9.0891498111e+00,+1.0936417767e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
619,43,-14,1,1,0,0,0,+3.7610983911e+01,+9.0891498111e+00,-1.0936417767e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
623,44,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
624,44,-13,1,1,0,0,0,-2.9797042011e+01,+6.0057409233e+00,+2.6322449581e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
625,44,14,1,1,0,0,0,+2.9797042011e+01,-6.0057409233e+00,-2.6322449581e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
629,45,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
630,45,-11,1,1,0,0,0,-1.2201526719e+01,-2.4276821304e+01,-2.9640558053e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
631,45,12,1,1,0,0,0,+1.2201526719e+01,+2.4276821304e+01,+2.9640558053e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
635,46,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
636,46,13,1,1,0,0,0,+2.4006640671e+01,+3.1387576150e+01,+7.4367503481e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
637,46,-14,1,1,0,0,0,-2.4006640671e+01,-3.1387576150e+01,-7.4367503481e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
641,47,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,1.0000e+00
642,47,11,1,1,0,0,0,-3.0261353171e-01,+3.9183513182e+01,+9.0202388180e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
643,47,-12,1,1,0,0,0,+3.0261353171e-01,-3.9183513182e+01,-9.0202388180e+00,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
647,48,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
648,48,13,1,1,0,0,0,-1.7291066043e-01,-6.9097357708e+00,+3.9610978807e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
649,48,-14,1,1,0,0,0,+1.7291066043e-01,+6.9097357708e+00,-3.9610978807e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
653,49,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
654,49,13,1,1,0,0,0,-2.6171372820e+01,-1.6925744692e+01,+2.5404377574e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
655,49,-14,1,1,0,0,0,+2.6171372820e+01,+1.6925744692e+01,-2.5404377574e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
659,50,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
660,50,11,1,1,0,0,0,-2.3227121203e+01,+2.5334172725e+01,+2.0868265898e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
661,50,-12,1,1,0,0,0,+2.3227121203e+01,-2.5334172725e+01,-2.0868265898e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
665,51,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
666,51,11,1,1,0,0,0,-1.3469362987e+00,+3.8134926424e+01,+1.2677426308e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
667,51,-12,1,1,0,0,0,+1.3469362987e+00,-3.8134926424e+01,-1.2677426308e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
671,52,-24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,0.0000e+00
672,52,11,1,1,0,0,0,+1.8777407693e+01,-3.6779274379e+00,-3.5365036388e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
673,52,-12,1,1,0,0,0,-1.8777407693e+01,+3.6779274379e+00,+3.5365036388e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
677,53,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
678,53,-13,1,1,0,0,0,+2.6525296910e+01,+2.3882072322e+01,-1.8516458463e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
679,53,14,1,1,0,0,0,-2.6525296910e+01,-2.3882072322e+01,+1.8516458463e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,-1.0000e+00
683,54,24,-1,0,0,0,0,+0.0000000000e+00,+0.0000000000e+00,+9.9999998245e-15,8.0419002446e+01,8.0419002446e+01,0.0000e+00,-1.0000e+00
684,54,-13,1,1,0,0,0,-1.6281940546e+01,+1.7696792140e+01,-3.2226168693e+01,4.0209501223e+01,0.0000000000e+00,0.0000e+00,1.0000e+00
